,YEAR,COUNTY_DISTRICT_CODE,DISTRICT_NAME,SCHOOL_CODE,SCHOOL_NAME,ENROLLMENT_GRADES_K_12,JANUARY_MEMBERSHIP,LUNCH_COUNT_FREE_REDUCED,LUNCH_COUNT_FREE_REDUCTED_PCT,ENROLLMENT_ASIAN,ENROLLMENT_ASIAN_PCT,ENROLLMENT_ASIAN_PACIFIC_ISLANDER,ENROLLMENT_ASIAN_PACIFIC_ISLANDER_PCT,ENROLLMENT_BLACK,ENROLLMENT_BLACK_PCT,ENROLLMENT_HISPANIC,ENROLLMENT_HISPANIC_PCT,ENROLLMENT_INDIAN,ENROLLMENT_INDIAN_PCT,ENROLLMENT_MULTIRACIAL,ENROLLMENT_MULTIRACIAL_PCT,ENROLLMENT_PACIFIC_ISLANDER,ENROLLMENT_PACIFIC_ISLANDER_PCT,ENROLLMENT_WHITE,ENROLLMENT_WHITE_PCT,ENROLLMENT_ELL_LEP,ENROLLMENT_ELL_LEP_PCT,ENROLLMENT_GRADE_PK_ELL_LEP,ENROLLMENT_GRADE_PK_ELL_LEP_PCT,IEP_SCHOOLAGE_CHILDCOUNT,IEP_INCIDENCE_RATE,LUNCH_COUNT_FREE_REDUCED_PCT,SCHADDR1,SCHADDR2,SCHCITY,SCHZIP,SCHLPHON,SCHLFAX,BGRADE,EGRADE,SCHTTEACH,SCHENRR,SCHENRNR,SCHTENR,ELEMENTARY_SCHOOL_FLAG,MIDDLE_SCHOOL_FLAG,JUNIOR_HIGH_SCHOOL_FLAG,HIGH_SCHOOL_FLAG,AVTS_FLAG,ALTERNATIVE_SCHOOL_FLAG,FULL_CODE,CHARTER,MAGNET,ALTERNATIVE,lat,lng
1596,2015,115115,ST. LOUIS CITY,5590,MULLANPHY BOTANICAL GARDENS,379,370,*,,12,3.17,,,279,73.61,45,11.87,*,*,*,*,*,*,43,11.35,51,13.46,*,*,92,24.27,*,4221 Shaw Boulevard,,St. Louis ,631103526,3147720994,3148653759,PK,5,49,400,0,400,Y, , , , , ,115-115-5590,FALSE,TRUE,FALSE,38.61713398,-90.25460798
1597,2016,115115,ST. LOUIS CITY,5590,MULLANPHY BOTANICAL GARDENS,377,370,*,,19,5.04,,,277,73.47,39,10.34,*,*,*,*,*,*,42,11.14,63,16.71,*,*,96,25.46,*,4221 Shaw Boulevard,,St. Louis ,631103526,3147720994,3148653759,PK,5,49,400,0,400,Y, , , , , ,115-115-5590,FALSE,TRUE,FALSE,38.61713398,-90.25460798
1598,2017,115115,ST. LOUIS CITY,5590,MULLANPHY BOTANICAL GARDENS,363,368,*,,19,5.23,,,266,73.28,43,11.85,*,*,*,*,*,*,35,9.64,72,19.83,*,*,93,25.62,*,4221 Shaw Boulevard,,St. Louis ,631103526,3147720994,3148653759,PK,5,49,400,0,400,Y, , , , , ,115-115-5590,FALSE,TRUE,FALSE,38.61713398,-90.25460798
1599,2018,115115,ST. LOUIS CITY,5590,MULLANPHY BOTANICAL GARDENS,401,375,*,,20,4.99,,,305,76.06,42,10.47,*,*,*,*,*,*,34,8.48,84,20.95,*,*,69,17.21,*,4221 Shaw Boulevard,,St. Louis ,631103526,3147720994,3148653759,PK,5,49,400,0,400,Y, , , , , ,115-115-5590,FALSE,TRUE,FALSE,38.61713398,-90.25460798
1600,2019,115115,ST. LOUIS CITY,5590,MULLANPHY BOTANICAL GARDENS,381,355,*,,14,3.67,,,294,77.17,40,10.5,*,*,*,*,*,*,33,8.66,83,21.78,*,*,69,18.11,*,4221 Shaw Boulevard,,St. Louis ,631103526,3147720994,3148653759,PK,5,49,400,0,400,Y, , , , , ,115-115-5590,FALSE,TRUE,FALSE,38.61713398,-90.25460798
1601,2020,115115,ST. LOUIS CITY,5590,MULLANPHY BOTANICAL GARDENS,398,385,*,,14,3.52,,,310,77.89,41,10.3,*,*,*,*,*,*,32,8.04,99,24.87,*,*,84,21.11,*,4221 Shaw Boulevard,,St. Louis ,631103526,3147720994,3148653759,PK,5,49,400,0,400,Y, , , , , ,115-115-5590,FALSE,TRUE,FALSE,38.61713398,-90.25460798
1602,2000,115115,ST. LOUIS CITY,5600,OAK HILL ELEM.,473,457,425,93,,,*,*,282,59.62,11,2.33,*,*,*,*,,,164,34.67,*,*,*,*,*,*,,4300 Morganford Road,,St. Louis ,631161504,3144810420,3144812371,PK,5,21,209,0,209,Y, , , , , ,115-115-5600,FALSE,FALSE,FALSE,38.588807,-90.26412798
1603,2001,115115,ST. LOUIS CITY,5600,OAK HILL ELEM.,430,453,430,94.9,,,*,*,217,50.47,14,3.26,*,*,*,*,,,184,42.79,*,*,*,*,*,*,,4300 Morganford Road,,St. Louis ,631161504,3144810420,3144812371,PK,5,21,209,0,209,Y, , , , , ,115-115-5600,FALSE,FALSE,FALSE,38.588807,-90.26412798
1604,2002,115115,ST. LOUIS CITY,5600,OAK HILL ELEM.,387,395,370,93.7,,,*,*,115,29.72,16,4.13,*,*,*,*,,,236,60.98,*,*,*,*,*,*,,4300 Morganford Road,,St. Louis ,631161504,3144810420,3144812371,PK,5,21,209,0,209,Y, , , , , ,115-115-5600,FALSE,FALSE,FALSE,38.588807,-90.26412798
1605,2003,115115,ST. LOUIS CITY,5600,OAK HILL ELEM.,409,407,387,95.1,,,*,*,117,28.61,15,3.67,*,*,*,*,,,253,61.86,*,*,*,*,*,*,,4300 Morganford Road,,St. Louis ,631161504,3144810420,3144812371,PK,5,21,209,0,209,Y, , , , , ,115-115-5600,FALSE,FALSE,FALSE,38.588807,-90.26412798
1606,2004,115115,ST. LOUIS CITY,5600,OAK HILL ELEM.,303,288,253,87.8,,,*,*,54,17.82,11,3.63,*,*,*,*,,,221,72.94,*,*,*,*,*,*,,4300 Morganford Road,,St. Louis ,631161504,3144810420,3144812371,PK,5,21,209,0,209,Y, , , , , ,115-115-5600,FALSE,FALSE,FALSE,38.588807,-90.26412798
1607,2005,115115,ST. LOUIS CITY,5600,OAK HILL ELEM.,269,268,237,88.4,,,*,*,56,20.82,22,8.18,*,*,*,*,,,183,68.03,*,*,*,*,*,*,,4300 Morganford Road,,St. Louis ,631161504,3144810420,3144812371,PK,5,21,209,0,209,Y, , , , , ,115-115-5600,FALSE,FALSE,FALSE,38.588807,-90.26412798
1608,2006,115115,ST. LOUIS CITY,5600,OAK HILL ELEM.,365,370,295,,,,*,*,115,31.51,34,9.32,*,*,*,*,,,199,54.52,*,*,*,*,39,10.68,79.7,4300 Morganford Road,,St. Louis ,631161504,3144810420,3144812371,PK,5,21,209,0,209,Y, , , , , ,115-115-5600,FALSE,FALSE,FALSE,38.588807,-90.26412798
1609,2007,115115,ST. LOUIS CITY,5600,OAK HILL ELEM.,432,421,346,,,,*,*,134,31.02,53,12.27,*,*,*,*,,,213,49.31,*,*,*,*,42,9.72,82.2,4300 Morganford Road,,St. Louis ,631161504,3144810420,3144812371,PK,5,21,209,0,209,Y, , , , , ,115-115-5600,FALSE,FALSE,FALSE,38.588807,-90.26412798
1610,2008,115115,ST. LOUIS CITY,5600,OAK HILL ELEM.,327,338,227,,,,33,10.09,120,36.7,38,11.62,*,*,*,*,,,136,41.59,*,*,*,*,29,8.87,67.2,4300 Morganford Road,,St. Louis ,631161504,3144810420,3144812371,PK,5,21,209,0,209,Y, , , , , ,115-115-5600,FALSE,FALSE,FALSE,38.588807,-90.26412798
1611,2009,115115,ST. LOUIS CITY,5600,OAK HILL ELEM.,290,285,193,,,,30,10.34,100,34.48,44,15.17,*,*,*,*,,,116,40,*,*,*,*,32,11.03,67.7,4300 Morganford Road,,St. Louis ,631161504,3144810420,3144812371,PK,5,21,209,0,209,Y, , , , , ,115-115-5600,FALSE,FALSE,FALSE,38.588807,-90.26412798
1612,2010,115115,ST. LOUIS CITY,5600,OAK HILL ELEM.,347,367,336,,,,49,14.12,134,38.62,47,13.54,*,*,*,*,,,117,33.72,162,46.69,*,*,46,13.26,91.6,4300 Morganford Road,,St. Louis ,631161504,3144810420,3144812371,PK,5,21,209,0,209,Y, , , , , ,115-115-5600,FALSE,FALSE,FALSE,38.588807,-90.26412798
1613,2011,115115,ST. LOUIS CITY,5600,OAK HILL ELEM.,368,372,350,,53,14.4,,,152,41.3,50,13.59,*,*,*,*,*,*,113,30.71,184,50,*,*,36,9.78,94.1,4300 Morganford Road,,St. Louis ,631161504,3144810420,3144812371,PK,5,21,209,0,209,Y, , , , , ,115-115-5600,FALSE,FALSE,FALSE,38.588807,-90.26412798
1614,2012,115115,ST. LOUIS CITY,5600,OAK HILL ELEM.,352,364,348,,48,13.64,,,148,42.05,54,15.34,*,*,*,*,*,*,102,28.98,179,50.85,*,*,30,8.52,95.6,4300 Morganford Road,,St. Louis ,631161504,3144810420,3144812371,PK,5,21,209,0,209,Y, , , , , ,115-115-5600,FALSE,FALSE,FALSE,38.588807,-90.26412798
1615,2013,115115,ST. LOUIS CITY,5600,OAK HILL ELEM.,362,351,342,,50,13.81,,,177,48.9,51,14.09,*,*,*,*,*,*,84,23.2,165,45.58,*,*,28,7.73,97.4,4300 Morganford Road,,St. Louis ,631161504,3144810420,3144812371,PK,5,21,209,0,209,Y, , , , , ,115-115-5600,FALSE,FALSE,FALSE,38.588807,-90.26412798
1616,2014,115115,ST. LOUIS CITY,5600,OAK HILL ELEM.,324,334,326,,40,12.35,,,165,50.93,48,14.81,*,*,*,*,*,*,71,21.91,133,41.05,*,*,28,8.64,97.6,4300 Morganford Road,,St. Louis ,631161504,3144810420,3144812371,PK,5,21,209,0,209,Y, , , , , ,115-115-5600,FALSE,FALSE,FALSE,38.588807,-90.26412798
1617,2015,115115,ST. LOUIS CITY,5600,OAK HILL ELEM.,314,320,*,,31,9.87,,,174,55.41,47,14.97,*,*,*,*,*,*,62,19.75,121,38.54,*,*,25,7.96,*,4300 Morganford Road,,St. Louis ,631161504,3144810420,3144812371,PK,5,21,209,0,209,Y, , , , , ,115-115-5600,FALSE,FALSE,FALSE,38.588807,-90.26412798
1618,2016,115115,ST. LOUIS CITY,5600,OAK HILL ELEM.,268,263,*,,26,9.7,,,130,48.51,38,14.18,*,*,*,*,*,*,73,27.24,118,44.03,*,*,23,8.58,*,4300 Morganford Road,,St. Louis ,631161504,3144810420,3144812371,PK,5,21,209,0,209,Y, , , , , ,115-115-5600,FALSE,FALSE,FALSE,38.588807,-90.26412798
1619,2017,115115,ST. LOUIS CITY,5600,OAK HILL ELEM.,234,237,*,,19,8.12,,,110,47.01,37,15.81,*,*,*,*,*,*,68,29.06,107,45.73,*,*,23,9.83,*,4300 Morganford Road,,St. Louis ,631161504,3144810420,3144812371,PK,5,21,209,0,209,Y, , , , , ,115-115-5600,FALSE,FALSE,FALSE,38.588807,-90.26412798
1620,2018,115115,ST. LOUIS CITY,5600,OAK HILL ELEM.,226,232,*,,21,9.29,,,105,46.46,42,18.58,*,*,*,*,*,*,57,25.22,115,50.88,*,*,34,15.04,*,4300 Morganford Road,,St. Louis ,631161504,3144810420,3144812371,PK,5,21,209,0,209,Y, , , , , ,115-115-5600,FALSE,FALSE,FALSE,38.588807,-90.26412798
1621,2019,115115,ST. LOUIS CITY,5600,OAK HILL ELEM.,220,218,*,,29,13.18,,,99,45,42,19.09,*,*,*,*,*,*,50,22.73,110,50,*,*,29,13.18,*,4300 Morganford Road,,St. Louis ,631161504,3144810420,3144812371,PK,5,21,209,0,209,Y, , , , , ,115-115-5600,FALSE,FALSE,FALSE,38.588807,-90.26412798
1622,2020,115115,ST. LOUIS CITY,5600,OAK HILL ELEM.,198,195,*,,18,9.09,,,99,50,35,17.68,*,*,*,*,*,*,46,23.23,102,51.52,*,*,23,11.62,*,4300 Morganford Road,,St. Louis ,631161504,3144810420,3144812371,PK,5,21,209,0,209,Y, , , , , ,115-115-5600,FALSE,FALSE,FALSE,38.588807,-90.26412798
1623,2003,115115,ST. LOUIS CITY,5610,"EARL NANCE, SR. ELEM.",251,278,235,84.5,,,*,*,248,98.8,*,*,*,*,*,*,,,*,*,*,*,*,*,*,*,,8959 Riverview Boulevard,,St. Louis ,631471475,3148670634,3148671006,PK,6,24,294,0,294,Y, , , , , ,115-115-5610,FALSE,FALSE,FALSE,38.72143302,-90.24124404
1624,2004,115115,ST. LOUIS CITY,5610,"EARL NANCE, SR. ELEM.",294,306,273,89.2,,,*,*,294,100,*,*,*,*,*,*,,,*,*,*,*,*,*,*,*,,8959 Riverview Boulevard,,St. Louis ,631471475,3148670634,3148671006,PK,6,24,294,0,294,Y, , , , , ,115-115-5610,FALSE,FALSE,FALSE,38.72143302,-90.24124404
1625,2005,115115,ST. LOUIS CITY,5610,"EARL NANCE, SR. ELEM.",310,326,299,91.7,,,*,*,310,100,*,*,*,*,*,*,,,*,*,*,*,*,*,*,*,,8959 Riverview Boulevard,,St. Louis ,631471475,3148670634,3148671006,PK,6,24,294,0,294,Y, , , , , ,115-115-5610,FALSE,FALSE,FALSE,38.72143302,-90.24124404
1626,2006,115115,ST. LOUIS CITY,5610,"EARL NANCE, SR. ELEM.",393,399,341,,,,*,*,392,99.75,*,*,*,*,*,*,,,*,*,*,*,*,*,61,15.52,85.5,8959 Riverview Boulevard,,St. Louis ,631471475,3148670634,3148671006,PK,6,24,294,0,294,Y, , , , , ,115-115-5610,FALSE,FALSE,FALSE,38.72143302,-90.24124404
1627,2007,115115,ST. LOUIS CITY,5610,"EARL NANCE, SR. ELEM.",332,331,294,,,,*,*,331,99.7,*,*,*,*,*,*,,,*,*,*,*,*,*,36,10.84,88.8,8959 Riverview Boulevard,,St. Louis ,631471475,3148670634,3148671006,PK,6,24,294,0,294,Y, , , , , ,115-115-5610,FALSE,FALSE,FALSE,38.72143302,-90.24124404
1628,2008,115115,ST. LOUIS CITY,5610,"EARL NANCE, SR. ELEM.",286,290,241,,,,*,*,286,100,*,*,*,*,*,*,,,*,*,*,*,*,*,33,11.54,83.1,8959 Riverview Boulevard,,St. Louis ,631471475,3148670634,3148671006,PK,6,24,294,0,294,Y, , , , , ,115-115-5610,FALSE,FALSE,FALSE,38.72143302,-90.24124404
1629,2009,115115,ST. LOUIS CITY,5610,"EARL NANCE, SR. ELEM.",307,315,235,,,,*,*,306,99.67,*,*,*,*,*,*,,,*,*,*,*,*,*,39,12.7,74.6,8959 Riverview Boulevard,,St. Louis ,631471475,3148670634,3148671006,PK,6,24,294,0,294,Y, , , , , ,115-115-5610,FALSE,FALSE,FALSE,38.72143302,-90.24124404
1630,2010,115115,ST. LOUIS CITY,5610,"EARL NANCE, SR. ELEM.",359,372,327,,,,*,*,358,99.72,*,*,*,*,*,*,,,*,*,*,*,*,*,49,13.65,87.9,8959 Riverview Boulevard,,St. Louis ,631471475,3148670634,3148671006,PK,6,24,294,0,294,Y, , , , , ,115-115-5610,FALSE,FALSE,FALSE,38.72143302,-90.24124404
1631,2011,115115,ST. LOUIS CITY,5610,"EARL NANCE, SR. ELEM.",400,392,339,,*,*,,,399,99.75,*,*,*,*,*,*,*,*,*,*,*,*,*,*,49,12.25,86.5,8959 Riverview Boulevard,,St. Louis ,631471475,3148670634,3148671006,PK,6,24,294,0,294,Y, , , , , ,115-115-5610,FALSE,FALSE,FALSE,38.72143302,-90.24124404
1632,2012,115115,ST. LOUIS CITY,5610,"EARL NANCE, SR. ELEM.",355,348,326,,*,*,,,354,99.72,*,*,*,*,*,*,*,*,*,*,*,*,*,*,47,13.24,93.7,8959 Riverview Boulevard,,St. Louis ,631471475,3148670634,3148671006,PK,6,24,294,0,294,Y, , , , , ,115-115-5610,FALSE,FALSE,FALSE,38.72143302,-90.24124404
1633,2013,115115,ST. LOUIS CITY,5610,"EARL NANCE, SR. ELEM.",361,362,353,,*,*,,,360,99.72,*,*,*,*,*,*,*,*,*,*,*,*,*,*,44,12.19,97.5,8959 Riverview Boulevard,,St. Louis ,631471475,3148670634,3148671006,PK,6,24,294,0,294,Y, , , , , ,115-115-5610,FALSE,FALSE,FALSE,38.72143302,-90.24124404
1634,2014,115115,ST. LOUIS CITY,5610,"EARL NANCE, SR. ELEM.",383,378,356,,*,*,,,382,99.74,*,*,*,*,*,*,*,*,*,*,*,*,*,*,41,10.7,94.2,8959 Riverview Boulevard,,St. Louis ,631471475,3148670634,3148671006,PK,6,24,294,0,294,Y, , , , , ,115-115-5610,FALSE,FALSE,FALSE,38.72143302,-90.24124404
1635,2015,115115,ST. LOUIS CITY,5610,"EARL NANCE, SR. ELEM.",335,333,*,,*,*,,,334,99.7,*,*,*,*,*,*,*,*,*,*,*,*,*,*,37,11.04,*,8959 Riverview Boulevard,,St. Louis ,631471475,3148670634,3148671006,PK,6,24,294,0,294,Y, , , , , ,115-115-5610,FALSE,FALSE,FALSE,38.72143302,-90.24124404
1636,2016,115115,ST. LOUIS CITY,5610,"EARL NANCE, SR. ELEM.",293,294,*,,*,*,,,290,98.98,*,*,*,*,*,*,*,*,*,*,*,*,*,*,32,10.92,*,8959 Riverview Boulevard,,St. Louis ,631471475,3148670634,3148671006,PK,6,24,294,0,294,Y, , , , , ,115-115-5610,FALSE,FALSE,FALSE,38.72143302,-90.24124404
1637,2017,115115,ST. LOUIS CITY,5610,"EARL NANCE, SR. ELEM.",274,278,*,,*,*,,,272,99.27,*,*,*,*,*,*,*,*,*,*,*,*,*,*,26,9.49,*,8959 Riverview Boulevard,,St. Louis ,631471475,3148670634,3148671006,PK,6,24,294,0,294,Y, , , , , ,115-115-5610,FALSE,FALSE,FALSE,38.72143302,-90.24124404
1638,2018,115115,ST. LOUIS CITY,5610,"EARL NANCE, SR. ELEM.",312,304,*,,*,*,,,309,99.04,*,*,*,*,*,*,*,*,*,*,*,*,*,*,31,9.94,*,8959 Riverview Boulevard,,St. Louis ,631471475,3148670634,3148671006,PK,6,24,294,0,294,Y, , , , , ,115-115-5610,FALSE,FALSE,FALSE,38.72143302,-90.24124404
1639,2019,115115,ST. LOUIS CITY,5610,"EARL NANCE, SR. ELEM.",323,326,*,,*,*,,,320,99.07,*,*,*,*,*,*,*,*,*,*,*,*,*,*,37,11.46,*,8959 Riverview Boulevard,,St. Louis ,631471475,3148670634,3148671006,PK,6,24,294,0,294,Y, , , , , ,115-115-5610,FALSE,FALSE,FALSE,38.72143302,-90.24124404
1640,2020,115115,ST. LOUIS CITY,5610,"EARL NANCE, SR. ELEM.",279,280,*,,*,*,,,279,100,*,*,*,*,*,*,*,*,*,*,*,*,*,*,30,10.75,*,8959 Riverview Boulevard,,St. Louis ,631471475,3148670634,3148671006,PK,6,24,294,0,294,Y, , , , , ,115-115-5610,FALSE,FALSE,FALSE,38.72143302,-90.24124404
1641,2000,115115,ST. LOUIS CITY,5620,PEABODY ELEM.,379,377,363,96.3,,,*,*,365,96.31,*,*,*,*,*,*,,,14,3.69,*,*,*,*,*,*,,1224 S 14th St.,,St. Louis ,631043004,3142411533,3142412805,PK,5,20,144,0,144,Y, , , , , ,115-115-5620,FALSE,FALSE,FALSE,38.61682599,-90.20505802
1642,2001,115115,ST. LOUIS CITY,5620,PEABODY ELEM.,348,326,320,98.2,,,*,*,339,97.41,*,*,*,*,*,*,,,9,2.59,*,*,*,*,*,*,,1224 S 14th St.,,St. Louis ,631043004,3142411533,3142412805,PK,5,20,144,0,144,Y, , , , , ,115-115-5620,FALSE,FALSE,FALSE,38.61682599,-90.20505802
1643,2002,115115,ST. LOUIS CITY,5620,PEABODY ELEM.,245,250,*,*,,,*,*,245,100,*,*,*,*,*,*,,,*,*,*,*,*,*,*,*,,1224 S 14th St.,,St. Louis ,631043004,3142411533,3142412805,PK,5,20,144,0,144,Y, , , , , ,115-115-5620,FALSE,FALSE,FALSE,38.61682599,-90.20505802
1644,2003,115115,ST. LOUIS CITY,5620,PEABODY ELEM.,306,305,291,95.4,,,*,*,306,100,*,*,*,*,*,*,,,*,*,*,*,*,*,*,*,,1224 S 14th St.,,St. Louis ,631043004,3142411533,3142412805,PK,5,20,144,0,144,Y, , , , , ,115-115-5620,FALSE,FALSE,FALSE,38.61682599,-90.20505802
1645,2004,115115,ST. LOUIS CITY,5620,PEABODY ELEM.,231,256,*,*,,,*,*,229,99.13,*,*,*,*,*,*,,,*,*,*,*,*,*,*,*,,1224 S 14th St.,,St. Louis ,631043004,3142411533,3142412805,PK,5,20,144,0,144,Y, , , , , ,115-115-5620,FALSE,FALSE,FALSE,38.61682599,-90.20505802
1646,2005,115115,ST. LOUIS CITY,5620,PEABODY ELEM.,234,259,238,91.9,,,*,*,234,100,*,*,*,*,*,*,,,*,*,*,*,*,*,*,*,,1224 S 14th St.,,St. Louis ,631043004,3142411533,3142412805,PK,5,20,144,0,144,Y, , , , , ,115-115-5620,FALSE,FALSE,FALSE,38.61682599,-90.20505802
1647,2006,115115,ST. LOUIS CITY,5620,PEABODY ELEM.,331,314,297,,,,*,*,330,99.7,*,*,*,*,*,*,,,*,*,*,*,*,*,45,13.6,94.6,1224 S 14th St.,,St. Louis ,631043004,3142411533,3142412805,PK,5,20,144,0,144,Y, , , , , ,115-115-5620,FALSE,FALSE,FALSE,38.61682599,-90.20505802
1648,2007,115115,ST. LOUIS CITY,5620,PEABODY ELEM.,336,333,300,,,,*,*,334,99.4,*,*,*,*,*,*,,,*,*,*,*,*,*,60,17.86,90.1,1224 S 14th St.,,St. Louis ,631043004,3142411533,3142412805,PK,5,20,144,0,144,Y, , , , , ,115-115-5620,FALSE,FALSE,FALSE,38.61682599,-90.20505802
1649,2008,115115,ST. LOUIS CITY,5620,PEABODY ELEM.,281,263,196,,,,*,*,278,98.93,*,*,*,*,*,*,,,*,*,*,*,*,*,36,12.81,74.5,1224 S 14th St.,,St. Louis ,631043004,3142411533,3142412805,PK,5,20,144,0,144,Y, , , , , ,115-115-5620,FALSE,FALSE,FALSE,38.61682599,-90.20505802
1650,2009,115115,ST. LOUIS CITY,5620,PEABODY ELEM.,260,268,205,,,,*,*,256,98.46,*,*,*,*,*,*,,,*,*,*,*,*,*,36,13.85,76.5,1224 S 14th St.,,St. Louis ,631043004,3142411533,3142412805,PK,5,20,144,0,144,Y, , , , , ,115-115-5620,FALSE,FALSE,FALSE,38.61682599,-90.20505802
1651,2010,115115,ST. LOUIS CITY,5620,PEABODY ELEM.,272,272,267,,,,*,*,268,98.53,*,*,*,*,*,*,,,*,*,*,*,*,*,39,14.34,98.2,1224 S 14th St.,,St. Louis ,631043004,3142411533,3142412805,PK,5,20,144,0,144,Y, , , , , ,115-115-5620,FALSE,FALSE,FALSE,38.61682599,-90.20505802
1652,2011,115115,ST. LOUIS CITY,5620,PEABODY ELEM.,314,309,304,,*,*,,,312,99.36,*,*,*,*,*,*,*,*,*,*,*,*,*,*,47,14.97,98.4,1224 S 14th St.,,St. Louis ,631043004,3142411533,3142412805,PK,5,20,144,0,144,Y, , , , , ,115-115-5620,FALSE,FALSE,FALSE,38.61682599,-90.20505802
1653,2012,115115,ST. LOUIS CITY,5620,PEABODY ELEM.,258,302,*,,*,*,,,258,100,*,*,*,*,*,*,*,*,*,*,*,*,*,*,42,16.28,*,1224 S 14th St.,,St. Louis ,631043004,3142411533,3142412805,PK,5,20,144,0,144,Y, , , , , ,115-115-5620,FALSE,FALSE,FALSE,38.61682599,-90.20505802
1654,2013,115115,ST. LOUIS CITY,5620,PEABODY ELEM.,293,301,296,,*,*,,,293,100,*,*,*,*,*,*,*,*,*,*,*,*,*,*,37,12.63,98.3,1224 S 14th St.,,St. Louis ,631043004,3142411533,3142412805,PK,5,20,144,0,144,Y, , , , , ,115-115-5620,FALSE,FALSE,FALSE,38.61682599,-90.20505802
1655,2014,115115,ST. LOUIS CITY,5620,PEABODY ELEM.,307,305,*,,*,*,,,306,99.67,*,*,*,*,*,*,*,*,*,*,*,*,*,*,28,9.12,*,1224 S 14th St.,,St. Louis ,631043004,3142411533,3142412805,PK,5,20,144,0,144,Y, , , , , ,115-115-5620,FALSE,FALSE,FALSE,38.61682599,-90.20505802
1656,2015,115115,ST. LOUIS CITY,5620,PEABODY ELEM.,226,226,*,,*,*,,,225,99.56,*,*,*,*,*,*,*,*,*,*,*,*,*,*,16,7.08,*,1224 S 14th St.,,St. Louis ,631043004,3142411533,3142412805,PK,5,20,144,0,144,Y, , , , , ,115-115-5620,FALSE,FALSE,FALSE,38.61682599,-90.20505802
1657,2016,115115,ST. LOUIS CITY,5620,PEABODY ELEM.,191,188,*,,*,*,,,190,99.48,*,*,*,*,*,*,*,*,*,*,*,*,*,*,12,6.28,*,1224 S 14th St.,,St. Louis ,631043004,3142411533,3142412805,PK,5,20,144,0,144,Y, , , , , ,115-115-5620,FALSE,FALSE,FALSE,38.61682599,-90.20505802
1658,2017,115115,ST. LOUIS CITY,5620,PEABODY ELEM.,166,162,*,,*,*,,,166,100,*,*,*,*,*,*,*,*,*,*,*,*,*,*,11,6.63,*,1224 S 14th St.,,St. Louis ,631043004,3142411533,3142412805,PK,5,20,144,0,144,Y, , , , , ,115-115-5620,FALSE,FALSE,FALSE,38.61682599,-90.20505802
1659,2018,115115,ST. LOUIS CITY,5620,PEABODY ELEM.,129,127,*,,*,*,,,128,99.22,*,*,*,*,*,*,*,*,*,*,*,*,*,*,10,7.75,*,1224 S 14th St.,,St. Louis ,631043004,3142411533,3142412805,PK,5,20,144,0,144,Y, , , , , ,115-115-5620,FALSE,FALSE,FALSE,38.61682599,-90.20505802
1660,2019,115115,ST. LOUIS CITY,5620,PEABODY ELEM.,135,134,*,,*,*,,,134,99.26,*,*,*,*,*,*,*,*,*,*,*,*,*,*,22,16.3,*,1224 S 14th St.,,St. Louis ,631043004,3142411533,3142412805,PK,5,20,144,0,144,Y, , , , , ,115-115-5620,FALSE,FALSE,FALSE,38.61682599,-90.20505802
1661,2020,115115,ST. LOUIS CITY,5620,PEABODY ELEM.,108,113,*,,*,*,,,107,99.07,*,*,*,*,*,*,*,*,*,*,*,*,*,*,32,29.63,*,1224 S 14th St.,,St. Louis ,631043004,3142411533,3142412805,PK,5,20,144,0,144,Y, , , , , ,115-115-5620,FALSE,FALSE,FALSE,38.61682599,-90.20505802
1662,2000,115115,ST. LOUIS CITY,5720,ROE ELEM.,358,344,308,89.5,,,*,*,213,59.5,6,1.68,*,*,*,*,,,120,33.52,*,*,*,*,*,*,,1921 Prather Avenue,,St. Louis ,631393404,,,PK,5,,,,,,,,,,,115-115-5720,FALSE,FALSE,FALSE,38.62190898,-90.30458801
1663,2001,115115,ST. LOUIS CITY,5720,ROE ELEM.,314,295,281,95.3,,,*,*,183,58.28,6,1.91,*,*,*,*,,,111,35.35,*,*,*,*,*,*,,1921 Prather Avenue,,St. Louis ,631393404,,,PK,5,,,,,,,,,,,115-115-5720,FALSE,FALSE,FALSE,38.62190898,-90.30458801
1664,2002,115115,ST. LOUIS CITY,5720,ROE ELEM.,164,167,150,89.8,,,*,*,60,36.59,8,4.88,*,*,*,*,,,89,54.27,*,*,*,*,*,*,,1921 Prather Avenue,,St. Louis ,631393404,,,PK,5,,,,,,,,,,,115-115-5720,FALSE,FALSE,FALSE,38.62190898,-90.30458801
1665,2003,115115,ST. LOUIS CITY,5720,ROE ELEM.,157,153,140,91.5,,,*,*,74,47.13,9,5.73,*,*,*,*,,,72,45.86,*,*,*,*,*,*,,1921 Prather Avenue,,St. Louis ,631393404,,,PK,5,,,,,,,,,,,115-115-5720,FALSE,FALSE,FALSE,38.62190898,-90.30458801
1666,2000,115115,ST. LOUIS CITY,5740,SCRUGGS ELEM.,512,520,491,94.4,,,*,*,377,73.63,14,2.73,*,*,*,*,,,114,22.27,*,*,*,*,*,*,,4611 S. Grand Blvd,,St. Louis ,63111,,,PK,5,,,,,,,,,,,115-115-5740,FALSE,FALSE,FALSE,38.57654399,-90.248298
