SchoolName,CONTENT_AREA,CATEGORY,TYPE,GRADE_SUBJECT,YEAR,ACCOUNTABLE,PARTICIPANT,REPORTABLE,LEVEL_NOT_DETERMINED,LEVEL_NOT_DETERMINED_PCT,BELOW_BASIC,BELOW_BASIC_PCT,BASIC,BASIC_PCT,PROFICIENT,PROFICIENT_PCT,ADVANCED,ADVANCED_PCT,MAP_INDEX,MEAN_SCALE_SCORE,MEDIAN_TERRANOVA
MITCHELL ELEM.  (5540),Eng. Language Arts,Total,Total,Fifth Grade,2007,34,,34,*,*,*,26.5,20,58.8,*,11.8,*,*,,642.5,38.5
MITCHELL ELEM.  (5540),Eng. Language Arts,Total,Total,Fifth Grade,2006,46,,46,*,*,*,10.9,32,69.6,*,17.4,*,*,,651.9,43.0
MITCHELL ELEM.  (5540),Eng. Language Arts,Total,Total,Sixth Grade,2008,28,,28,*,*,11,39.3,13,46.4,*,7.1,*,7.1,,637.3,33.0
MITCHELL ELEM.  (5540),Eng. Language Arts,Total,Total,Sixth Grade,2007,28,,28,*,*,11,39.3,14,50.0,*,10.7,*,*,,632.8,30.0
MITCHELL ELEM.  (5540),Eng. Language Arts,Total,Total,Sixth Grade,2006,63,,63,*,*,18,28.6,40,63.5,*,7.9,*,*,,640.6,32.0
MITCHELL ELEM.  (5540),Mathematics,Total,Total,Third Grade,2008,30,,30,*,*,14,46.7,14,46.7,*,6.7,*,*,,568.7,16.0
MITCHELL ELEM.  (5540),Mathematics,Total,Total,Third Grade,2007,43,,43,*,*,11,25.6,29,67.4,*,7.0,*,*,,579.3,27.0
MITCHELL ELEM.  (5540),Mathematics,Total,Total,Third Grade,2006,32,,32,*,*,*,6.3,19,59.4,10,31.3,*,*,,611.4,37.0
MITCHELL ELEM.  (5540),Mathematics,Total,Total,Fourth Grade,2008,28,,28,*,*,16,57.1,11,39.3,*,*,*,*,,588.5,14.5
MITCHELL ELEM.  (5540),Mathematics,Total,Total,Fourth Grade,2007,27,,26,*,*,*,23.1,17,65.4,*,7.7,*,*,,612.3,35.0
MITCHELL ELEM.  (5540),Mathematics,Total,Total,Fourth Grade,2006,42,,42,*,*,14,33.3,26,61.9,*,*,*,*,,607.5,33.5
MITCHELL ELEM.  (5540),Mathematics,Total,Total,Fifth Grade,2008,36,,36,*,*,15,41.7,19,52.8,*,5.6,*,*,,606.8,23.0
MITCHELL ELEM.  (5540),Mathematics,Total,Total,Fifth Grade,2007,35,,35,*,*,13,37.1,16,45.7,*,14.3,*,*,,624.4,26.0
MITCHELL ELEM.  (5540),Mathematics,Total,Total,Fifth Grade,2006,46,,46,*,*,10,21.7,25,54.3,11,23.9,*,*,,633.5,45.0
MITCHELL ELEM.  (5540),Mathematics,Total,Total,Sixth Grade,2008,28,,28,*,*,13,46.4,12,42.9,*,7.1,*,*,,624.1,23.5
MITCHELL ELEM.  (5540),Mathematics,Total,Total,Sixth Grade,2007,28,,28,*,*,12,42.9,15,53.6,*,*,*,*,,628.4,32.0
MITCHELL ELEM.  (5540),Mathematics,Total,Total,Sixth Grade,2006,63,,63,*,*,19,30.2,36,57.1,*,12.7,*,*,,641.7,34.0
MONROE ELEM.  (5560),Eng. Language Arts,Total,Total,Third Grade,2010,27,,27,*,*,*,14.8,17,63.0,*,14.8,*,7.4,,624.7,43.0
MONROE ELEM.  (5560),Eng. Language Arts,Total,Total,Third Grade,2009,36,,36,*,*,15,41.7,11,30.6,*,13.9,*,13.9,,604.0,32.0
MONROE ELEM.  (5560),Eng. Language Arts,Total,Total,Third Grade,2008,27,,27,*,*,*,18.5,12,44.4,*,18.5,*,18.5,,630.6,64.0
MONROE ELEM.  (5560),Eng. Language Arts,Total,Total,Third Grade,2007,38,,36,*,5.3,17,47.2,17,47.2,*,5.6,*,*,,588.6,16.0
MONROE ELEM.  (5560),Eng. Language Arts,Total,Total,Third Grade,2006,43,,41,*,*,*,22.0,26,63.4,*,14.6,*,*,,611.5,28.0
MONROE ELEM.  (5560),Eng. Language Arts,Total,Total,Fourth Grade,2010,32,,32,*,*,12,37.5,19,59.4,*,*,*,*,,615.1,27.5
MONROE ELEM.  (5560),Eng. Language Arts,Total,Total,Fourth Grade,2009,31,,31,*,*,10,32.3,13,41.9,*,12.9,*,12.9,,623.8,33.0
MONROE ELEM.  (5560),Eng. Language Arts,Total,Total,Fourth Grade,2008,23,,23,*,*,12,52.2,*,30.4,*,13.0,*,*,,619.7,23.0
MONROE ELEM.  (5560),Eng. Language Arts,Total,Total,Fourth Grade,2007,43,,41,*,*,23,56.1,17,41.5,*,*,*,*,,593.6,17.5
MONROE ELEM.  (5560),Eng. Language Arts,Total,Total,Fourth Grade,2006,41,,41,*,*,22,53.7,14,34.1,*,12.2,*,*,,607.9,20.0
MONROE ELEM.  (5560),Eng. Language Arts,Total,Total,Fifth Grade,2010,28,,28,*,*,*,32.1,18,64.3,*,*,*,*,,631.9,18.0
MONROE ELEM.  (5560),Eng. Language Arts,Total,Total,Fifth Grade,2009,23,,23,*,*,*,17.4,13,56.5,*,26.1,*,*,,649.2,32.0
MONROE ELEM.  (5560),Eng. Language Arts,Total,Total,Fifth Grade,2008,28,,28,*,*,*,17.9,16,57.1,*,14.3,*,10.7,,657.3,42.0
MONROE ELEM.  (5560),Eng. Language Arts,Total,Total,Fifth Grade,2007,35,,35,*,*,16,45.7,17,48.6,*,5.7,*,*,,622.1,23.0
MONROE ELEM.  (5560),Eng. Language Arts,Total,Total,Fifth Grade,2006,48,,48,*,*,21,43.8,26,54.2,*,*,*,*,,623.3,24.5
MONROE ELEM.  (5560),Eng. Language Arts,Total,Total,Sixth Grade,2010,23,,23,*,*,*,13.0,*,39.1,*,39.1,*,8.7,,668.6,50.0
MONROE ELEM.  (5560),Eng. Language Arts,Total,Total,Sixth Grade,2009,21,,21,*,*,*,9.5,*,19.0,*,23.8,10,47.6,,691.2,89.0
MONROE ELEM.  (5560),Eng. Language Arts,Total,Total,Sixth Grade,2008,25,,25,*,*,*,36.0,14,56.0,*,*,*,*,,636.3,28.0
MONROE ELEM.  (5560),Eng. Language Arts,Total,Total,Sixth Grade,2007,47,,47,*,*,20,42.6,24,51.1,*,6.4,*,*,,632.4,29.0
MONROE ELEM.  (5560),Eng. Language Arts,Total,Total,Sixth Grade,2006,41,,41,*,*,16,39.0,20,48.8,*,12.2,*,*,,633.6,32.0
MONROE ELEM.  (5560),Eng. Language Arts,Total,Total,Seventh Grade,2008,25,,25,*,*,*,12.0,21,84.0,*,*,*,*,,657.3,42.0
MONROE ELEM.  (5560),Eng. Language Arts,Total,Total,Seventh Grade,2007,40,,40,*,*,14,35.0,15,37.5,*,22.5,*,5.0,,645.8,35.0
MONROE ELEM.  (5560),Eng. Language Arts,Total,Total,Eighth Grade,2008,35,,35,*,*,*,17.1,18,51.4,*,17.1,*,14.3,,669.9,40.0
MONROE ELEM.  (5560),Mathematics,Total,Total,Third Grade,2010,27,,27,*,*,*,11.1,12,44.4,10,37.0,*,7.4,,615.4,41.0
MONROE ELEM.  (5560),Mathematics,Total,Total,Third Grade,2009,36,,36,*,*,*,22.2,19,52.8,*,22.2,*,*,,593.7,41.0
MONROE ELEM.  (5560),Mathematics,Total,Total,Third Grade,2008,27,,27,*,*,*,25.9,12,44.4,*,14.8,*,14.8,,608.6,40.0
MONROE ELEM.  (5560),Mathematics,Total,Total,Third Grade,2007,38,,37,*,*,22,59.5,13,35.1,*,5.4,*,*,,559.8,9.0
MONROE ELEM.  (5560),Mathematics,Total,Total,Third Grade,2006,43,,43,*,*,15,34.9,24,55.8,*,9.3,*,*,,581.4,28.0
MONROE ELEM.  (5560),Mathematics,Total,Total,Fourth Grade,2010,32,,32,*,*,11,34.4,16,50.0,*,15.6,*,*,,608.0,31.0
MONROE ELEM.  (5560),Mathematics,Total,Total,Fourth Grade,2009,31,,31,*,*,*,25.8,20,64.5,*,9.7,*,*,,616.3,29.5
MONROE ELEM.  (5560),Mathematics,Total,Total,Fourth Grade,2008,23,,23,*,*,13,56.5,*,21.7,*,17.4,*,*,,600.3,16.0
MONROE ELEM.  (5560),Mathematics,Total,Total,Fourth Grade,2007,43,,42,*,*,19,45.2,21,50.0,*,*,*,*,,593.6,23.0
MONROE ELEM.  (5560),Mathematics,Total,Total,Fourth Grade,2006,41,,41,*,*,23,56.1,15,36.6,*,7.3,*,*,,579.7,18.0
MONROE ELEM.  (5560),Mathematics,Total,Total,Fifth Grade,2010,28,,28,*,*,*,28.6,18,64.3,*,7.1,*,*,,626.6,32.5
MONROE ELEM.  (5560),Mathematics,Total,Total,Fifth Grade,2009,23,,23,*,*,*,30.4,14,60.9,*,8.7,*,*,,622.2,31.0
MONROE ELEM.  (5560),Mathematics,Total,Total,Fifth Grade,2008,28,,28,*,*,*,14.3,15,53.6,*,25.0,*,7.1,,650.6,44.5
MONROE ELEM.  (5560),Mathematics,Total,Total,Fifth Grade,2007,35,,35,*,*,13,37.1,21,60.0,*,*,*,*,,609.9,29.0
MONROE ELEM.  (5560),Mathematics,Total,Total,Fifth Grade,2006,49,,49,*,*,20,40.8,25,51.0,*,8.2,*,*,,614.5,23.0
MONROE ELEM.  (5560),Mathematics,Total,Total,Sixth Grade,2010,23,,23,*,*,*,*,*,17.4,*,30.4,11,47.8,,713.0,92.0
MONROE ELEM.  (5560),Mathematics,Total,Total,Sixth Grade,2009,21,,21,*,*,*,14.3,*,*,11,52.4,*,28.6,,700.3,68.0
MONROE ELEM.  (5560),Mathematics,Total,Total,Sixth Grade,2008,25,,25,*,*,11,44.0,14,56.0,*,*,*,*,,633.2,23.0
MONROE ELEM.  (5560),Mathematics,Total,Total,Sixth Grade,2007,48,,48,*,*,24,50.0,22,45.8,*,*,*,*,,628.0,20.5
MONROE ELEM.  (5560),Mathematics,Total,Total,Sixth Grade,2006,41,,41,*,*,12,29.3,21,51.2,*,19.5,*,*,,639.4,31.0
MONROE ELEM.  (5560),Mathematics,Total,Total,Seventh Grade,2008,25,,25,*,*,*,36.0,14,56.0,*,*,*,*,,648.7,29.0
MONROE ELEM.  (5560),Mathematics,Total,Total,Seventh Grade,2007,40,,40,*,*,16,40.0,*,20.0,*,22.5,*,17.5,,662.6,35.5
MONROE ELEM.  (5560),Mathematics,Total,Total,Eighth Grade,2008,35,,35,*,*,15,42.9,*,20.0,*,*,13,37.1,,690.1,37.0
MULLANPHY BOTANICAL GARDENS  (5590),Eng. Language Arts,Total,Total,Third Grade,2010,79,,79,*,*,19,24.1,37,46.8,17,21.5,*,7.6,,618.5,36.0
MULLANPHY BOTANICAL GARDENS  (5590),Eng. Language Arts,Total,Total,Third Grade,2009,72,,72,*,*,*,11.1,45,62.5,13,18.1,*,8.3,,629.7,45.0
MULLANPHY BOTANICAL GARDENS  (5590),Eng. Language Arts,Total,Total,Third Grade,2008,81,,81,*,*,14,17.3,46,56.8,13,16.0,*,9.9,,621.3,40.0
MULLANPHY BOTANICAL GARDENS  (5590),Eng. Language Arts,Total,Total,Third Grade,2007,87,,81,*,6.9,10,12.3,37,45.7,20,24.7,14,17.3,,636.3,62.0
MULLANPHY BOTANICAL GARDENS  (5590),Eng. Language Arts,Total,Total,Third Grade,2006,66,,66,*,*,*,13.6,28,42.4,13,19.7,16,24.2,,637.9,66.5
MULLANPHY BOTANICAL GARDENS  (5590),Eng. Language Arts,Total,Total,Fourth Grade,2010,84,,84,*,*,17,20.2,45,53.6,16,19.0,*,7.1,,635.9,39.0
MULLANPHY BOTANICAL GARDENS  (5590),Eng. Language Arts,Total,Total,Fourth Grade,2009,83,,83,*,*,17,20.5,45,54.2,17,20.5,*,*,,634.2,38.0
MULLANPHY BOTANICAL GARDENS  (5590),Eng. Language Arts,Total,Total,Fourth Grade,2008,94,,94,*,*,14,14.9,41,43.6,32,34.0,*,7.4,,641.7,48.5
MULLANPHY BOTANICAL GARDENS  (5590),Eng. Language Arts,Total,Total,Fourth Grade,2007,69,,68,*,*,15,22.1,34,50.0,14,20.6,*,7.4,,633.7,36.0
MULLANPHY BOTANICAL GARDENS  (5590),Eng. Language Arts,Total,Total,Fourth Grade,2006,71,,70,*,*,16,22.9,25,35.7,24,34.3,*,7.1,,637.7,57.5
MULLANPHY BOTANICAL GARDENS  (5590),Eng. Language Arts,Total,Total,Fifth Grade,2010,88,,88,*,*,15,17.0,40,45.5,24,27.3,*,10.2,,653.6,36.0
MULLANPHY BOTANICAL GARDENS  (5590),Eng. Language Arts,Total,Total,Fifth Grade,2009,97,,97,*,*,*,9.3,43,44.3,27,27.8,18,18.6,,666.1,51.0
MULLANPHY BOTANICAL GARDENS  (5590),Eng. Language Arts,Total,Total,Fifth Grade,2008,73,,73,*,*,14,19.2,36,49.3,19,26.0,*,5.5,,646.1,43.5
MULLANPHY BOTANICAL GARDENS  (5590),Eng. Language Arts,Total,Total,Fifth Grade,2007,95,,93,*,*,16,17.2,41,44.1,30,32.3,*,6.5,,658.6,56.0
MULLANPHY BOTANICAL GARDENS  (5590),Eng. Language Arts,Total,Total,Fifth Grade,2006,75,,75,*,*,*,12.0,36,48.0,20,26.7,10,13.3,,660.9,58.0
MULLANPHY BOTANICAL GARDENS  (5590),Eng. Language Arts,Total,Total,Sixth Grade,2007,13,,13,*,*,*,23.1,*,69.2,*,7.7,*,*,,639.9,32.0
MULLANPHY BOTANICAL GARDENS  (5590),Mathematics,Total,Total,Third Grade,2010,79,,79,*,*,20,25.3,45,57.0,12,15.2,*,*,,593.9,38.0
MULLANPHY BOTANICAL GARDENS  (5590),Mathematics,Total,Total,Third Grade,2009,72,,72,*,*,*,9.7,49,68.1,14,19.4,*,*,,602.4,41.0
MULLANPHY BOTANICAL GARDENS  (5590),Mathematics,Total,Total,Third Grade,2008,81,,81,*,*,13,16.0,49,60.5,13,16.0,*,7.4,,602.7,43.0
MULLANPHY BOTANICAL GARDENS  (5590),Mathematics,Total,Total,Third Grade,2007,87,,86,*,*,23,26.7,42,48.8,19,22.1,*,*,,596.7,52.5
MULLANPHY BOTANICAL GARDENS  (5590),Mathematics,Total,Total,Third Grade,2006,66,,66,*,*,*,10.6,28,42.4,22,33.3,*,13.6,,617.0,74.5
MULLANPHY BOTANICAL GARDENS  (5590),Mathematics,Total,Total,Fourth Grade,2010,85,,85,*,*,16,18.8,54,63.5,11,12.9,*,*,,618.0,37.0
MULLANPHY BOTANICAL GARDENS  (5590),Mathematics,Total,Total,Fourth Grade,2009,84,,84,*,*,20,23.8,49,58.3,13,15.5,*,*,,614.8,27.0
MULLANPHY BOTANICAL GARDENS  (5590),Mathematics,Total,Total,Fourth Grade,2008,94,,94,*,*,20,21.3,46,48.9,22,23.4,*,6.4,,623.0,40.0
MULLANPHY BOTANICAL GARDENS  (5590),Mathematics,Total,Total,Fourth Grade,2007,69,,69,*,*,16,23.2,39,56.5,12,17.4,*,*,,619.0,40.0
MULLANPHY BOTANICAL GARDENS  (5590),Mathematics,Total,Total,Fourth Grade,2006,71,,71,*,*,11,15.5,38,53.5,20,28.2,*,*,,622.7,56.0
MULLANPHY BOTANICAL GARDENS  (5590),Mathematics,Total,Total,Fifth Grade,2010,88,,87,*,*,21,24.1,34,39.1,22,25.3,10,11.5,,638.8,41.5
MULLANPHY BOTANICAL GARDENS  (5590),Mathematics,Total,Total,Fifth Grade,2009,97,,97,*,*,17,17.5,46,47.4,28,28.9,*,6.2,,639.2,38.5
MULLANPHY BOTANICAL GARDENS  (5590),Mathematics,Total,Total,Fifth Grade,2008,73,,73,*,*,14,19.2,41,56.2,15,20.5,*,*,,631.0,29.5
MULLANPHY BOTANICAL GARDENS  (5590),Mathematics,Total,Total,Fifth Grade,2007,95,,95,*,*,18,18.9,44,46.3,25,26.3,*,8.4,,641.5,50.0
MULLANPHY BOTANICAL GARDENS  (5590),Mathematics,Total,Total,Fifth Grade,2006,75,,74,*,*,*,8.1,41,55.4,18,24.3,*,12.2,,655.3,52.0
MULLANPHY BOTANICAL GARDENS  (5590),Mathematics,Total,Total,Sixth Grade,2007,13,,13,*,*,*,53.8,*,23.1,*,23.1,*,*,,638.0,23.0
NORTHWEST MIDDLE  (3310),Eng. Language Arts,Total,Total,Seventh Grade,2008,59,,59,*,*,18,30.5,36,61.0,*,6.8,*,*,,641.4,32.0
NORTHWEST MIDDLE  (3310),Eng. Language Arts,Total,Total,Seventh Grade,2007,94,,85,*,9.6,40,47.1,35,41.2,10,11.8,*,*,,636.6,25.0
NORTHWEST MIDDLE  (3310),Eng. Language Arts,Total,Total,Seventh Grade,2006,201,,201,*,*,69,34.3,101,50.2,28,13.9,*,*,,644.1,28.0
NORTHWEST MIDDLE  (3310),Eng. Language Arts,Total,Total,Eighth Grade,2009,72,,72,*,*,*,11.1,54,75.0,*,8.3,*,5.6,,670.2,40.0
NORTHWEST MIDDLE  (3310),Eng. Language Arts,Total,Total,Eighth Grade,2008,85,,85,*,*,23,27.1,50,58.8,*,10.6,*,*,,660.4,29.0
NORTHWEST MIDDLE  (3310),Eng. Language Arts,Total,Total,Eighth Grade,2007,182,,181,*,*,65,35.9,105,58.0,11,6.1,*,*,,647.9,27.0
NORTHWEST MIDDLE  (3310),Eng. Language Arts,Total,Total,Eighth Grade,2006,195,,195,*,*,53,27.2,115,59.0,23,11.8,*,*,,657.6,33.0
NORTHWEST MIDDLE  (3310),Mathematics,Total,Total,Seventh Grade,2008,59,,59,*,*,24,40.7,30,50.8,*,6.8,*,*,,640.9,27.0
NORTHWEST MIDDLE  (3310),Mathematics,Total,Total,Seventh Grade,2007,94,,89,*,5.3,43,48.3,27,30.3,16,18.0,*,*,,644.0,26.0
NORTHWEST MIDDLE  (3310),Mathematics,Total,Total,Seventh Grade,2006,198,,198,*,*,87,43.9,95,48.0,11,5.6,*,*,,643.3,25.0
NORTHWEST MIDDLE  (3310),Mathematics,Total,Total,Eighth Grade,2009,72,,72,*,*,27,37.5,36,50.0,*,12.5,*,*,,674.4,28.0
NORTHWEST MIDDLE  (3310),Mathematics,Total,Total,Eighth Grade,2008,85,,85,*,*,53,62.4,26,30.6,*,5.9,*,*,,659.5,26.0
NORTHWEST MIDDLE  (3310),Mathematics,Total,Total,Eighth Grade,2007,188,,184,*,*,87,47.3,89,48.4,*,*,*,*,,664.6,30.0
NORTHWEST MIDDLE  (3310),Mathematics,Total,Total,Eighth Grade,2006,196,,192,*,*,96,50.0,65,33.9,26,13.5,*,*,,668.3,36.0
OAK HILL ELEM.  (5600),Eng. Language Arts,Total,Total,Third Grade,2010,60,,59,*,*,25,42.4,27,45.8,*,6.8,*,5.1,,593.2,16.0
OAK HILL ELEM.  (5600),Eng. Language Arts,Total,Total,Third Grade,2009,50,,48,*,*,17,35.4,25,52.1,*,8.3,*,*,,598.4,27.5
OAK HILL ELEM.  (5600),Eng. Language Arts,Total,Total,Third Grade,2008,41,,41,*,*,12,29.3,23,56.1,*,9.8,*,*,,607.0,40.0
OAK HILL ELEM.  (5600),Eng. Language Arts,Total,Total,Third Grade,2007,54,,47,*,13.0,18,38.3,22,46.8,*,12.8,*,*,,605.2,28.0
OAK HILL ELEM.  (5600),Eng. Language Arts,Total,Total,Third Grade,2006,56,,54,*,*,18,33.3,31,57.4,*,7.4,*,*,,603.5,25.5
OAK HILL ELEM.  (5600),Eng. Language Arts,Total,Total,Fourth Grade,2010,59,,59,*,*,28,47.5,25,42.4,*,8.5,*,*,,612.6,24.0
OAK HILL ELEM.  (5600),Eng. Language Arts,Total,Total,Fourth Grade,2009,40,,40,*,*,11,27.5,26,65.0,*,7.5,*,*,,618.9,31.0
OAK HILL ELEM.  (5600),Eng. Language Arts,Total,Total,Fourth Grade,2008,44,,44,*,*,16,36.4,24,54.5,*,6.8,*,*,,615.5,27.0
OAK HILL ELEM.  (5600),Eng. Language Arts,Total,Total,Fourth Grade,2007,47,,44,*,6.4,23,52.3,17,38.6,*,9.1,*,*,,606.6,17.0
OAK HILL ELEM.  (5600),Eng. Language Arts,Total,Total,Fourth Grade,2006,60,,58,*,*,20,34.5,25,43.1,12,20.7,*,*,,622.9,28.5
OAK HILL ELEM.  (5600),Eng. Language Arts,Total,Total,Fifth Grade,2010,41,,41,*,*,*,14.6,26,63.4,*,14.6,*,7.3,,651.6,32.0
OAK HILL ELEM.  (5600),Eng. Language Arts,Total,Total,Fifth Grade,2009,37,,37,*,*,13,35.1,22,59.5,*,5.4,*,*,,634.9,27.0
OAK HILL ELEM.  (5600),Eng. Language Arts,Total,Total,Fifth Grade,2008,40,,40,*,*,12,30.0,18,45.0,*,22.5,*,*,,638.8,29.5
OAK HILL ELEM.  (5600),Eng. Language Arts,Total,Total,Fifth Grade,2007,53,,50,*,5.7,20,40.0,23,46.0,*,14.0,*,*,,630.4,30.0
OAK HILL ELEM.  (5600),Eng. Language Arts,Total,Total,Fifth Grade,2006,41,,37,*,9.8,11,29.7,21,56.8,*,10.8,*,*,,641.8,41.0
OAK HILL ELEM.  (5600),Eng. Language Arts,Total,Total,Sixth Grade,2008,41,,41,*,*,11,26.8,20,48.8,10,24.4,*,*,,640.8,36.0
OAK HILL ELEM.  (5600),Eng. Language Arts,Total,Total,Sixth Grade,2007,43,,37,*,14.0,13,35.1,16,43.2,*,16.2,*,5.4,,640.1,35.0
OAK HILL ELEM.  (5600),Eng. Language Arts,Total,Total,Sixth Grade,2006,56,,53,*,5.4,*,17.0,27,50.9,15,28.3,*,*,,660.2,56.0
OAK HILL ELEM.  (5600),Eng. Language Arts,Total,Total,Seventh Grade,2007,58,,54,*,6.9,17,31.5,24,44.4,13,24.1,*,*,,650.2,38.0
OAK HILL ELEM.  (5600),Mathematics,Total,Total,Third Grade,2010,60,,59,*,*,24,40.7,28,47.5,*,8.5,*,*,,577.8,18.0
OAK HILL ELEM.  (5600),Mathematics,Total,Total,Third Grade,2009,50,,50,*,*,19,38.0,28,56.0,*,6.0,*,*,,572.0,22.0
OAK HILL ELEM.  (5600),Mathematics,Total,Total,Third Grade,2008,40,,40,*,*,10,25.0,24,60.0,*,15.0,*,*,,583.5,27.0
OAK HILL ELEM.  (5600),Mathematics,Total,Total,Third Grade,2007,54,,53,*,*,17,32.1,29,54.7,*,11.3,*,*,,581.1,22.0
OAK HILL ELEM.  (5600),Mathematics,Total,Total,Third Grade,2006,56,,56,*,*,14,25.0,33,58.9,*,14.3,*,*,,593.6,26.5
OAK HILL ELEM.  (5600),Mathematics,Total,Total,Fourth Grade,2010,58,,58,*,*,28,48.3,26,44.8,*,6.9,*,*,,592.4,20.0
OAK HILL ELEM.  (5600),Mathematics,Total,Total,Fourth Grade,2009,40,,40,*,*,15,37.5,23,57.5,*,5.0,*,*,,600.7,20.5
OAK HILL ELEM.  (5600),Mathematics,Total,Total,Fourth Grade,2008,44,,44,*,*,21,47.7,19,43.2,*,9.1,*,*,,597.7,19.5
OAK HILL ELEM.  (5600),Mathematics,Total,Total,Fourth Grade,2007,47,,46,*,*,23,50.0,21,45.7,*,*,*,*,,591.3,20.0
OAK HILL ELEM.  (5600),Mathematics,Total,Total,Fourth Grade,2006,60,,60,*,*,21,35.0,30,50.0,*,13.3,*,*,,608.9,36.5
OAK HILL ELEM.  (5600),Mathematics,Total,Total,Fifth Grade,2010,41,,41,*,*,10,24.4,19,46.3,10,24.4,*,*,,637.2,34.0
OAK HILL ELEM.  (5600),Mathematics,Total,Total,Fifth Grade,2009,37,,37,*,*,12,32.4,21,56.8,*,10.8,*,*,,618.6,19.0
OAK HILL ELEM.  (5600),Mathematics,Total,Total,Fifth Grade,2008,41,,41,*,*,17,41.5,21,51.2,*,7.3,*,*,,608.0,20.0
OAK HILL ELEM.  (5600),Mathematics,Total,Total,Fifth Grade,2007,53,,52,*,*,22,42.3,26,50.0,*,7.7,*,*,,612.5,20.5
OAK HILL ELEM.  (5600),Mathematics,Total,Total,Fifth Grade,2006,41,,41,*,*,*,22.0,25,61.0,*,14.6,*,*,,628.4,33.0
OAK HILL ELEM.  (5600),Mathematics,Total,Total,Sixth Grade,2008,41,,41,*,*,13,31.7,19,46.3,*,22.0,*,*,,645.1,35.0
OAK HILL ELEM.  (5600),Mathematics,Total,Total,Sixth Grade,2007,43,,43,*,*,21,48.8,16,37.2,*,14.0,*,*,,627.3,23.0
OAK HILL ELEM.  (5600),Mathematics,Total,Total,Sixth Grade,2006,56,,56,*,*,12,21.4,15,26.8,16,28.6,13,23.2,,670.9,73.0
OAK HILL ELEM.  (5600),Mathematics,Total,Total,Seventh Grade,2007,58,,58,*,*,22,37.9,24,41.4,10,17.2,*,*,,650.0,36.0
PAIDEIA ACADEMY  (6925),Eng. Language Arts,Total,Total,Third Grade,2007,56,,52,*,7.1,33,63.5,19,36.5,*,*,*,*,,569.5,9.0
PAIDEIA ACADEMY  (6925),Eng. Language Arts,Total,Total,Third Grade,2006,45,,37,*,17.8,22,59.5,15,40.5,*,*,*,*,,574.5,9.0
PAIDEIA ACADEMY  (6925),Eng. Language Arts,Total,Total,Fourth Grade,2007,52,,51,*,*,30,58.8,19,37.3,*,*,*,*,,600.9,17.0
PAIDEIA ACADEMY  (6925),Eng. Language Arts,Total,Total,Fourth Grade,2006,48,,41,*,14.6,16,39.0,22,53.7,*,*,*,*,,619.4,30.0
PAIDEIA ACADEMY  (6925),Eng. Language Arts,Total,Total,Fifth Grade,2007,45,,43,*,*,18,41.9,25,58.1,*,*,*,*,,630.6,29.0
PAIDEIA ACADEMY  (6925),Eng. Language Arts,Total,Total,Fifth Grade,2006,51,,41,10,19.6,20,48.8,21,51.2,*,*,*,*,,610.9,22.5
PAIDEIA ACADEMY  (6925),Eng. Language Arts,Total,Total,Sixth Grade,2007,47,,47,*,*,23,48.9,19,40.4,*,10.6,*,*,,630.6,23.0
PAIDEIA ACADEMY  (6925),Eng. Language Arts,Total,Total,Sixth Grade,2006,44,,38,*,13.6,*,23.7,25,65.8,*,10.5,*,*,,645.2,35.0
PAIDEIA ACADEMY  (6925),Eng. Language Arts,Total,Total,Seventh Grade,2007,54,,52,*,*,19,36.5,28,53.8,*,7.7,*,*,,642.2,30.0
PAIDEIA ACADEMY  (6925),Eng. Language Arts,Total,Total,Seventh Grade,2006,56,,47,*,16.1,23,48.9,21,44.7,*,6.4,*,*,,638.6,24.0
PAIDEIA ACADEMY  (6925),Eng. Language Arts,Total,Total,Eighth Grade,2007,48,,46,*,*,*,19.6,34,73.9,*,*,*,*,,659.1,33.0
PAIDEIA ACADEMY  (6925),Eng. Language Arts,Total,Total,Eighth Grade,2006,48,,39,*,18.8,*,17.9,29,74.4,*,5.1,*,*,,663.9,42.0
PAIDEIA ACADEMY  (6925),Mathematics,Total,Total,Third Grade,2007,56,,55,*,*,32,58.2,23,41.8,*,*,*,*,,558.4,11.0
PAIDEIA ACADEMY  (6925),Mathematics,Total,Total,Third Grade,2006,45,,43,*,*,25,58.1,17,39.5,*,*,*,*,,561.7,9.0
PAIDEIA ACADEMY  (6925),Mathematics,Total,Total,Fourth Grade,2007,52,,48,*,7.7,31,64.6,16,33.3,*,*,*,*,,574.9,11.0
PAIDEIA ACADEMY  (6925),Mathematics,Total,Total,Fourth Grade,2006,48,,42,*,12.5,20,47.6,20,47.6,*,*,*,*,,595.2,23.0
PAIDEIA ACADEMY  (6925),Mathematics,Total,Total,Fifth Grade,2007,45,,44,*,*,21,47.7,21,47.7,*,*,*,*,,611.1,19.5
PAIDEIA ACADEMY  (6925),Mathematics,Total,Total,Fifth Grade,2006,51,,43,*,15.7,20,46.5,22,51.2,*,*,*,*,,603.0,13.0
PAIDEIA ACADEMY  (6925),Mathematics,Total,Total,Sixth Grade,2007,47,,45,*,*,26,57.8,18,40.0,*,*,*,*,,609.9,19.0
PAIDEIA ACADEMY  (6925),Mathematics,Total,Total,Sixth Grade,2006,44,,40,*,9.1,*,15.0,32,80.0,*,5.0,*,*,,645.0,31.0
